类别,码位,一,二,三
一,a,可,可以,可能
一,b,給,繼續,
一,c,好,好好,好像
一,d,不,不是,不過
一,e,的,什麽,爲什麽
一,f,一,一個,一下
一,g,大,大家,大槪
一,h,到,到了,地説
一,i,没,没有,
一,j,是,時候,時間
一,k,上,上面,上次
一,l,中,中午,中間
一,m,還,還是,還有
一,n,對,對的,
一,o,就,就是,
一,p,之,之後,
一,q,我,我們,我的
一,r,後,後來,覺得
一,s,在,有些,有人
一,t,人,今天,
一,u,着,這個,這麽
一,v,了,那個,那麽
一,w,然,然後,然而
一,x,出,出來,出去
一,y,心,心中,
三,ato,聆,,
三,dmw,霄,,
三,fkf,棗,,
三,fkk,郦,,
三,gel,珞,,
三,gtf,瑜,,
三,ijs,湍,,
三,ijw,竭,,
三,ilq,況,,
三,imq,挲,,
三,ivt,浚,,
三,jol,晾,,
三,kll,闡,,
三,osj,寞,,
三,ouo,辨,,
三,puu,痰,,
三,qer,鲫,,
三,qex,筳,,
三,sht,菱,,
三,sjw,饜,,
三,sll,蘄,,
三,tfw,覦,,
三,uhy,恙,,
三,uss,煤,,
三,uxt,廖,,
三,uxw,朔,,
三,wug,朕,,
三,wxa,腱,,
二,aa,打,打開,接下來
二,ab,取,取消,
二,ac,把,把握,
二,ad,頂,技巧,
二,ae,摇,摇頭,
二,af,捕,捂住,
二,ag,聽,聽到,
二,ah,擡,擡頭,
二,ai,拉,接受,
二,aj,提,提前,
二,ak,下,下午,
二,al,事,事情,
二,am,擺,擺手,
二,an,丁,,
二,ao,按,按照,
二,ap,控,控制,
二,aq,搬,搬家,
二,ar,指,指着,
二,as,摸,抖動,
二,at,聊,聊天,
二,au,拼,拼音,
二,av,扔,聯繫,
二,aw,搖,搖頭,
二,ax,掃,頓時,
二,ay,換,擔心,
二,ba,純,純粹,
二,bb,綠,綠色,
二,bc,丑,緯度,
二,bd,刀,居然,
二,be,改,終於,
二,bf,經,經過,
二,bg,絨,繚繞,
二,bh,結,結果,
二,bi,已,已經,
二,bj,己,細節,
二,bk,網,網上,
二,bl,避,避免,
二,bm,母,母親,
二,bn,綑,,
二,bo,統,統計,
二,bp,紋,紋理,
二,bq,紇,,
二,br,總,總之,
二,bs,展,展開,
二,bt,通,通過,
二,bu,又,又是,
二,bv,發,發現,
二,bw,約,約定,
二,bx,糾,糾正,
二,by,纔,纔是,
二,ca,阿,阿姨,
二,cb,巴,努力,
二,cc,她,她們,
二,cd,媽,媽媽,好不好
二,ce,降,附近,
二,cf,陳,隔壁,
二,cg,陣,陝西,
二,ch,陸,陸地,
二,ci,陪,,
二,cj,陽,陽光,
二,ck,巳,,
二,cl,如,如果,
二,cm,姐,姐姐,
二,cn,女,女人,
二,co,防,防止,
